Word,Few_Raters,Prototypicality_Mean,Prototypicality_SD,Prototypicality_NRaters,Prototypicality_%Raters,Valence_Mean,Valence_SD,Valence_NRaters,Valence_%Raters,Valence_Source,Arousal_Mean,Arousal_SD,Arousal_NRaters,Arousal_%Raters,Arousal_Source,Happiness_Mean,Happiness_SD,Happiness_NRaters,Happiness_%Raters,Happiness_Source,Disgust_Mean,Disgust_SD,Disgust_NRaters,Disgust_%Raters,Disgust_Source,Anger_Mean,Anger_SD,Anger_NRaters,Anger_%Raters,Anger_Source,Fear_Mean,Fear_SD,Fear_NRaters,Fear_%Raters,Fear_Source,Sadness_Mean,Sadness_SD,Sadness_NRaters,Sadness_%Raters,Sadness_Source,AoA_Mean,AoA_SD,AoA_NRaters,AoA_%Raters,AoA_Source,Concreteness_Mean,Concreteness_SD,Concreteness_NRaters,Concreteness_%Raters,Concreteness_Source,Zipf_EsPal,POS,Emotionality,Family,Very_related_emotions,Pure_word,Dominant_emotion,Emotional_exclusivity
aceptación,,2.05,1.12,21,1.00,6.90,2.15,20,1.00,Stadthagen-Gonzalez2017,3.80,2.26,20,1.00,Stadthagen-Gonzalez2017,3.77,1.07,30,#NA,Hinojosa2016_BRM,1.20,0.61,30,#NA,Hinojosa2016_BRM,1.23,0.68,30,#NA,Hinojosa2016_BRM,1.37,0.76,30,#NA,Hinojosa2016_BRM,1.33,0.71,30,#NA,Hinojosa2016_BRM,8.68,2.20,50,#NA,Alonso2015,3.84,1.60,25,1.00,NEW,4.33,NOUN,1.90,aceptar,1,1,happiness,0.659
aceptado,,2.62,1.56,21,1.00,7.00,1.84,20,1.00,NEW,4.50,2.76,20,1.00,NEW,4.35,0.59,20,1.00,NEW,1.15,0.53,27,1.00,NEW,1.10,0.44,21,1.00,NEW,1.15,0.67,20,1.00,NEW,1.10,0.45,20,1.00,NEW,6.33,1.62,21,1.00,NEW,4.68,1.46,25,1.00,NEW,4.36,ADJECTIVE,2.00,aceptar,1,1,happiness,0.847
aceptar,,1.57,1.08,21,1.00,6.40,1.10,20,1.00,Stadthagen-Gonzalez2017,4.95,1.85,20,1.00,Stadthagen-Gonzalez2017,2.95,1.36,20,1.00,Stadthagen-Gonzalez2018,1.20,0.70,20,1.00,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,1.35,0.67,20,1.00,Stadthagen-Gonzalez2018,1.25,0.64,20,1.00,Stadthagen-Gonzalez2018,6.56,1.74,50,#NA,Alonso2015,4.09,#NA,#NA,#NA,Duchon2013,4.79,VERB,1.40,aceptar,0,0,happiness,0.679
aclamado,,2.21,1.40,21,0.90,5.95,1.51,20,0.95,NEW,6.15,2.25,20,1.00,NEW,3.61,1.09,20,0.90,NEW,1.24,0.60,27,0.93,NEW,1.40,0.60,21,0.95,NEW,1.55,0.89,20,1.00,NEW,1.16,0.50,20,0.95,NEW,9.48,1.69,21,1.00,NEW,4.33,1.69,25,0.96,NEW,3.46,ADJECTIVE,0.95,aclamar,1,1,happiness,0.620
aclamar,,1.53,1.12,22,0.86,6.13,1.59,30,#NA,Hinojosa2016_BRM,6.40,1.65,30,#NA,Hinojosa2016_BRM,3.58,1.06,30,#NA,Hinojosa2016_BRM,1.32,0.91,30,#NA,Hinojosa2016_BRM,1.58,1.18,30,#NA,Hinojosa2016_BRM,1.55,1.15,30,#NA,Hinojosa2016_BRM,1.35,0.88,30,#NA,Hinojosa2016_BRM,9.72,1.85,30,#NA,Hinojosa2016_PLoS,4.38,1.32,30,#NA,Hinojosa2016_BRM,2.83,VERB,1.13,aclamar,1,1,happiness,0.516
acobardarse,,3.57,1.36,21,1.00,2.55,0.94,20,1.00,NEW,5.50,1.99,22,1.00,NEW,1.15,0.37,20,1.00,NEW,2.05,1.00,22,1.00,NEW,2.10,1.14,21,1.00,NEW,3.30,1.42,20,1.00,NEW,3.09,1.02,22,1.00,NEW,8.10,1.55,21,1.00,NEW,4.23,1.74,22,1.00,NEW,1.89,VERB,2.45,cobarde,2,0,fear,0.322
acogedor,,2.60,1.39,21,0.95,8.15,0.99,20,1.00,Stadthagen-Gonzalez2017,2.98,1.83,20,1.00,Stadthagen-Gonzalez2017,4.07,0.94,30,#NA,Ferré2017,1.10,0.40,30,#NA,Ferré2017,1.10,0.40,30,#NA,Ferré2017,1.13,0.43,30,#NA,Ferré2017,1.20,0.55,30,#NA,Ferré2017,8.06,1.80,50,#NA,Alonso2015,4.10,1.92,20,1.00,NEW,2.98,ADJECTIVE,3.15,acoger,1,1,happiness,0.825
acogido,,2.25,1.25,20,1.00,6.31,1.81,26,1.00,NEW,7.67,1.09,26,0.92,NEW,3.95,1.28,20,1.00,NEW,1.10,0.45,20,1.00,NEW,1.38,0.74,21,1.00,NEW,1.32,0.57,22,1.00,NEW,1.67,0.91,21,1.00,NEW,8.57,1.99,21,1.00,NEW,4.33,1.74,21,1.00,NEW,3.81,ADJECTIVE,1.31,acoger,1,1,happiness,0.645
acomplejado,,3.33,1.32,21,1.00,1.90,1.02,20,1.00,NEW,6.00,1.93,22,1.00,NEW,1.25,0.44,20,1.00,NEW,2.00,1.21,20,1.00,NEW,2.43,0.93,21,1.00,NEW,2.75,1.07,20,1.00,NEW,3.90,1.02,20,1.00,NEW,8.83,1.56,23,1.00,NEW,4.64,1.41,25,1.00,NEW,2.33,ADJECTIVE,3.10,acomplejar,1,1,sadness,0.362
acomplejarse,,2.30,1.34,20,1.00,1.95,1.15,20,1.00,NEW,5.82,2.26,22,1.00,NEW,1.10,0.31,20,1.00,NEW,2.65,1.46,20,1.00,NEW,2.57,1.16,21,1.00,NEW,2.90,1.17,20,1.00,NEW,3.95,1.00,20,1.00,NEW,8.87,1.52,23,1.00,NEW,4.20,1.80,25,1.00,NEW,1.36,VERB,3.05,acomplejar,1,1,sadness,0.349
acongojado,,4.18,0.88,21,0.81,3.12,1.17,20,0.85,NEW,6.00,1.90,22,0.95,NEW,1.28,0.46,20,0.90,NEW,1.60,0.91,20,0.75,NEW,2.06,1.30,21,0.81,NEW,3.69,1.25,20,0.80,NEW,3.22,0.81,20,0.90,NEW,10.47,0.94,20,0.85,NEW,4.56,1.69,21,0.86,NEW,2.56,ADJECTIVE,1.88,congoja,2,0,fear,0.352
acongojarse,,3.56,1.26,22,0.73,3.40,2.38,20,0.75,NEW,6.05,1.84,24,0.79,NEW,1.40,0.51,20,0.75,NEW,1.53,0.84,23,0.83,NEW,1.59,0.87,20,0.85,NEW,3.06,1.48,21,0.81,NEW,3.47,0.80,20,0.85,NEW,10.18,1.98,21,0.81,NEW,4.29,1.65,23,0.74,NEW,0.99,VERB,1.60,congoja,2,0,sadness,0.343
acosado,,2.38,1.32,21,1.00,2.42,2.18,26,1.00,NEW,1.48,0.71,26,0.96,NEW,1.00,0.00,20,1.00,NEW,4.50,0.61,20,1.00,NEW,4.10,1.09,21,1.00,NEW,4.41,0.67,22,1.00,NEW,3.71,1.27,21,1.00,NEW,8.81,2.27,21,1.00,NEW,4.00,1.90,22,1.00,NEW,3.36,ADJECTIVE,2.58,acosar,4,0,disgust,0.275
acosar,,1.45,1.01,22,1.00,2.15,1.18,20,1.00,Stadthagen-Gonzalez2017,7.55,1.32,20,1.00,Stadthagen-Gonzalez2017,1.13,0.43,30,#NA,Hinojosa2016_BRM,3.57,1.61,30,#NA,Hinojosa2016_BRM,4.03,1.00,30,#NA,Hinojosa2016_BRM,4.07,0.98,30,#NA,Hinojosa2016_BRM,3.20,1.42,30,#NA,Hinojosa2016_BRM,9.80,2.16,30,#NA,Hinojosa2016_PLoS,4.88,1.10,30,#NA,Hinojosa2016_BRM,2.81,VERB,2.85,acosar,4,0,fear,0.267
acoso,,1.23,0.61,22,1.00,1.50,0.69,20,1.00,Stadthagen-Gonzalez2017,7.70,1.17,20,1.00,Stadthagen-Gonzalez2017,1.13,0.51,30,#NA,Ferré2017,4.07,1.08,30,#NA,Ferré2017,3.90,1.30,30,#NA,Ferré2017,3.93,1.34,30,#NA,Ferré2017,3.70,1.47,30,#NA,Ferré2017,10.10,1.31,50,#NA,Alonso2015,4.22,#NA,#NA,#NA,Duchon2013,3.91,NOUN,3.50,acosar,4,0,disgust,0.251
activación,,2.43,1.57,21,1.00,7.00,1.49,20,1.00,Stadthagen-Gonzalez2017,6.65,1.27,20,1.00,Stadthagen-Gonzalez2017,3.05,1.23,20,1.00,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,1.15,0.37,20,1.00,Stadthagen-Gonzalez2018,1.20,0.41,20,1.00,Stadthagen-Gonzalez2018,1.15,0.49,20,1.00,Stadthagen-Gonzalez2018,9.54,1.64,50,#NA,Alonso2015,4.23,#NA,#NA,#NA,Duchon2013,3.60,NOUN,2.00,activo,1,1,happiness,0.769
activado,,2.57,1.40,21,1.00,6.90,1.17,20,1.00,NEW,7.27,1.52,22,1.00,NEW,3.80,1.11,20,1.00,NEW,1.15,0.37,20,1.00,NEW,1.90,1.18,21,1.00,NEW,1.60,1.10,20,1.00,NEW,1.00,0.00,20,1.00,NEW,7.35,1.60,20,1.00,NEW,3.78,1.83,23,1.00,NEW,3.28,ADJECTIVE,1.90,activo,1,1,happiness,0.629
activarse,,2.50,1.50,20,1.00,6.55,1.47,20,1.00,NEW,8.10,1.02,20,1.00,NEW,4.10,0.64,20,1.00,NEW,1.04,0.19,27,1.00,NEW,1.71,1.23,21,1.00,NEW,1.11,0.32,20,0.95,NEW,1.15,0.49,20,1.00,NEW,7.95,1.93,20,1.00,NEW,4.00,1.72,20,1.00,NEW,2.59,VERB,1.55,activo,1,1,happiness,0.746
activo,,2.27,1.35,22,1.00,7.38,1.50,26,1.00,NEW,7.42,1.33,26,1.00,NEW,4.20,0.89,20,1.00,NEW,1.05,0.22,20,1.00,NEW,1.52,0.98,21,1.00,NEW,1.45,0.74,22,1.00,NEW,1.10,0.30,21,1.00,NEW,7.14,2.15,21,1.00,NEW,4.38,#NA,#NA,#NA,Duchon2013,4.52,ADJECTIVE,2.38,activo,1,1,happiness,0.729
admiración,,3.14,1.52,22,1.00,7.80,1.11,20,1.00,Stadthagen-Gonzalez2017,6.00,2.32,20,1.00,Stadthagen-Gonzalez2017,3.67,1.12,30,#NA,Ferré2017,1.20,0.61,30,#NA,Ferré2017,1.30,0.79,30,#NA,Ferré2017,1.43,0.73,30,#NA,Ferré2017,1.37,0.72,30,#NA,Ferré2017,8.52,2.04,50,#NA,Alonso2015,3.69,#NA,#NA,#NA,Duchon2013,4.31,NOUN,2.80,admirar,1,1,happiness,0.622
admirado,,2.67,1.24,21,1.00,7.45,1.24,20,1.00,Stadthagen-Gonzalez2017,5.70,1.87,20,1.00,Stadthagen-Gonzalez2017,3.77,0.97,30,#NA,Ferré2017,1.27,0.52,30,#NA,Ferré2017,1.23,0.57,30,#NA,Ferré2017,1.57,0.86,30,#NA,Ferré2017,1.30,0.75,30,#NA,Ferré2017,8.82,1.72,50,#NA,Alonso2015,3.74,1.60,23,#NA,Guasch2016,3.71,ADJECTIVE,2.45,admirar,1,1,happiness,0.614
admirar,,2.81,1.54,22,0.95,7.15,1.27,20,1.00,Stadthagen-Gonzalez2017,5.65,2.13,20,1.00,Stadthagen-Gonzalez2017,3.93,0.84,30,#NA,Hinojosa2016_BRM,1.17,0.46,30,#NA,Hinojosa2016_BRM,1.20,0.55,30,#NA,Hinojosa2016_BRM,1.40,0.89,30,#NA,Hinojosa2016_BRM,1.23,0.50,30,#NA,Hinojosa2016_BRM,8.02,1.84,50,#NA,Alonso2015,3.57,#NA,#NA,#NA,Duchon2013,3.82,VERB,2.15,admirar,1,1,happiness,0.702
adoración,,2.81,1.66,21,1.00,5.75,2.49,20,1.00,Stadthagen-Gonzalez2017,4.25,1.92,20,1.00,Stadthagen-Gonzalez2017,2.97,1.33,30,#NA,Ferré2017,1.43,0.86,30,#NA,Ferré2017,1.60,1.10,30,#NA,Ferré2017,1.60,0.97,30,#NA,Ferré2017,1.50,0.90,30,#NA,Ferré2017,8.30,2.37,50,#NA,Alonso2015,4.44,1.71,25,1.00,NEW,3.92,NOUN,0.75,adorar,0,0,happiness,0.376
adorado,,2.81,1.21,21,1.00,6.90,1.29,20,1.00,NEW,4.32,2.40,22,1.00,NEW,3.84,1.17,20,0.95,NEW,1.50,0.95,20,1.00,NEW,1.35,0.81,21,0.95,NEW,1.21,0.71,20,0.95,NEW,1.11,0.32,20,0.95,NEW,7.86,2.08,21,1.00,NEW,4.33,1.61,25,0.96,NEW,3.30,ADJECTIVE,1.90,adorar,1,1,happiness,0.683
adorar,,3.10,1.34,21,1.00,6.70,1.84,20,1.00,Stadthagen-Gonzalez2017,5.10,1.86,20,1.00,Stadthagen-Gonzalez2017,2.65,1.18,20,1.00,Stadthagen-Gonzalez2018,1.50,0.83,20,1.00,Stadthagen-Gonzalez2018,1.60,0.94,20,1.00,Stadthagen-Gonzalez2018,1.30,0.66,20,1.00,Stadthagen-Gonzalez2018,1.25,0.55,20,1.00,Stadthagen-Gonzalez2018,6.86,2.20,21,1.00,NEW,3.85,2.01,20,1.00,NEW,3.38,VERB,1.70,adorar,0,0,happiness,0.424
afán,,2.00,1.17,21,0.81,5.75,1.29,20,1.00,Stadthagen-Gonzalez2017,6.35,1.35,20,1.00,Stadthagen-Gonzalez2017,2.65,1.42,20,1.00,Stadthagen-Gonzalez2018,1.45,0.89,20,1.00,Stadthagen-Gonzalez2018,1.84,1.30,20,0.95,Stadthagen-Gonzalez2018,1.58,1.12,20,0.95,Stadthagen-Gonzalez2018,1.35,0.67,20,1.00,Stadthagen-Gonzalez2018,9.70,1.77,23,1.00,NEW,3.05,#NA,#NA,#NA,Duchon2013,4.13,NOUN,0.75,afanar,0,0,happiness,0.336
afanado,,2.94,1.09,21,0.81,5.70,1.92,20,1.00,NEW,6.40,1.96,22,0.91,NEW,2.41,1.18,20,0.85,NEW,1.33,0.65,22,0.55,NEW,1.57,0.94,21,0.67,NEW,1.93,0.83,20,0.70,NEW,1.71,0.73,22,0.64,NEW,10.20,1.70,21,0.71,NEW,3.74,1.88,23,0.83,NEW,2.31,ADJECTIVE,0.70,afanar,0,0,happiness,0.272
afanarse,,2.50,1.34,20,0.70,5.08,1.53,26,0.92,NEW,5.40,1.61,26,0.96,NEW,2.65,1.11,20,0.85,NEW,1.67,0.97,20,0.90,NEW,2.06,0.90,21,0.81,NEW,1.67,0.84,22,0.82,NEW,2.00,1.06,21,0.81,NEW,10.41,1.70,21,0.81,NEW,3.20,1.47,22,0.68,NEW,2.18,VERB,0.08,afanar,0,0,happiness,0.195
afectación,,3.05,1.24,21,1.00,3.50,1.28,20,1.00,Stadthagen-Gonzalez2017,6.65,1.18,20,1.00,Stadthagen-Gonzalez2017,1.85,1.35,20,1.00,Stadthagen-Gonzalez2018,1.75,0.79,20,1.00,Stadthagen-Gonzalez2018,2.42,0.96,20,0.95,Stadthagen-Gonzalez2018,1.95,1.10,20,1.00,Stadthagen-Gonzalez2018,2.47,1.07,20,0.95,Stadthagen-Gonzalez2018,9.26,2.03,23,1.00,NEW,4.24,1.67,21,1.00,NEW,3.47,NOUN,1.50,afecto,0,0,sadness,0.132
afectado,,3.10,1.33,20,1.00,2.25,1.33,20,1.00,NEW,6.67,1.63,24,1.00,NEW,1.30,0.57,20,1.00,NEW,1.39,0.84,23,1.00,NEW,2.90,1.17,20,1.00,NEW,2.81,1.17,21,1.00,NEW,3.95,0.83,20,1.00,NEW,8.19,1.99,21,1.00,NEW,4.67,2.01,21,1.00,NEW,4.26,ADJECTIVE,2.75,afecto,1,1,sadness,0.361
afectarse,,2.61,0.98,20,0.90,2.75,1.55,20,1.00,NEW,6.54,1.32,24,1.00,NEW,1.50,0.69,20,1.00,NEW,1.30,0.63,23,1.00,NEW,2.10,0.91,20,1.00,NEW,2.90,1.22,21,1.00,NEW,3.50,1.00,20,1.00,NEW,8.00,2.35,23,1.00,NEW,3.35,1.90,20,1.00,NEW,1.89,VERB,2.25,afecto,1,1,sadness,0.348
afecto,,3.24,1.55,21,1.00,7.90,1.34,20,1.00,Stadthagen-Gonzalez2017,4.65,2.66,20,1.00,Stadthagen-Gonzalez2017,4.37,0.81,30,#NA,Ferré2017,1.03,0.18,30,#NA,Ferré2017,1.20,0.61,30,#NA,Ferré2017,1.43,0.94,30,#NA,Ferré2017,1.50,0.94,30,#NA,Ferré2017,8.56,2.24,50,#NA,Alonso2015,4.34,#NA,#NA,#NA,Duchon2013,4.18,NOUN,2.90,afecto,1,1,happiness,0.737
afectuoso,,3.00,1.35,22,1.00,7.23,1.89,30,#NA,Hinojosa2016_BRM,5.07,1.66,30,#NA,Hinojosa2016_BRM,3.83,1.32,30,#NA,Hinojosa2016_BRM,1.13,0.43,30,#NA,Hinojosa2016_BRM,1.07,0.37,30,#NA,Hinojosa2016_BRM,1.27,0.64,30,#NA,Hinojosa2016_BRM,1.33,0.76,30,#NA,Hinojosa2016_BRM,7.40,2.39,30,#NA,Hinojosa2016_PLoS,4.25,1.19,30,#NA,Hinojosa2016_BRM,3.18,ADJECTIVE,2.23,afecto,1,1,happiness,0.760
aflicción,,2.73,1.53,21,0.71,4.25,1.62,20,1.00,Stadthagen-Gonzalez2017,5.89,1.82,20,0.95,Stadthagen-Gonzalez2017,1.42,0.69,20,0.95,Stadthagen-Gonzalez2018,1.93,1.10,20,0.75,Stadthagen-Gonzalez2018,2.17,1.04,20,0.90,Stadthagen-Gonzalez2018,2.27,1.22,20,0.75,Stadthagen-Gonzalez2018,3.35,1.46,20,0.85,Stadthagen-Gonzalez2018,10.58,0.00,50,#NA,Alonso2015,4.06,1.83,20,0.90,NEW,3.51,NOUN,0.75,afligir,1,1,sadness,0.314
afligido,,3.53,1.36,22,0.68,2.92,1.18,20,0.90,Stadthagen-Gonzalez2017,5.73,1.34,20,1.00,Stadthagen-Gonzalez2017,1.10,0.41,29,#NA,Ferré2017,1.48,0.87,29,#NA,Ferré2017,1.97,1.02,29,#NA,Ferré2017,2.55,1.30,29,#NA,Ferré2017,4.10,0.94,29,#NA,Ferré2017,10.04,1.48,50,#NA,Alonso2015,4.71,1.61,21,0.81,NEW,3.27,ADJECTIVE,2.08,afligir,1,1,sadness,0.484
afortunado,,2.75,1.41,20,1.00,7.85,1.10,20,1.00,Stadthagen-Gonzalez2017,5.63,2.72,20,1.00,Stadthagen-Gonzalez2017,4.10,0.99,30,#NA,Ferré2017,1.07,0.25,30,#NA,Ferré2017,1.33,0.80,30,#NA,Ferré2017,1.07,0.25,30,#NA,Ferré2017,1.13,0.43,30,#NA,Ferré2017,7.90,2.03,50,#NA,Alonso2015,4.40,1.54,20,#NA,Guasch2016,3.64,ADJECTIVE,2.85,afortunado,1,1,happiness,0.819
afrenta,,1.90,1.20,22,0.45,4.60,0.84,20,0.50,Stadthagen-Gonzalez2017,5.19,0.66,20,0.80,Stadthagen-Gonzalez2017,1.50,0.58,20,0.20,NEW,1.56,1.13,20,0.45,NEW,2.62,1.33,21,0.62,NEW,2.54,1.27,20,0.65,NEW,2.25,1.39,20,0.40,NEW,10.85,0.55,21,0.62,NEW,4.58,1.51,25,0.48,NEW,3.61,NOUN,0.40,afrenta,0,0,anger,0.204
agitación,,3.43,1.21,21,1.00,4.35,1.53,20,1.00,Stadthagen-Gonzalez2017,6.55,1.23,20,1.00,Stadthagen-Gonzalez2017,2.15,1.14,20,1.00,Stadthagen-Gonzalez2018,1.75,1.07,20,1.00,Stadthagen-Gonzalez2018,2.10,1.37,20,1.00,Stadthagen-Gonzalez2018,2.15,0.93,20,1.00,Stadthagen-Gonzalez2018,1.40,0.75,20,1.00,Stadthagen-Gonzalez2018,9.06,1.75,50,#NA,Alonso2015,4.03,#NA,#NA,#NA,Duchon2013,3.93,NOUN,0.65,agitar,0,0,happiness + fear,0.165
agitado,,3.30,1.38,20,1.00,3.65,1.42,20,1.00,NEW,7.54,1.14,24,1.00,NEW,2.15,1.04,20,1.00,NEW,1.26,0.54,23,1.00,NEW,3.16,1.42,20,0.95,NEW,2.60,1.31,21,0.95,NEW,2.15,1.18,20,1.00,NEW,8.24,1.79,21,1.00,NEW,4.00,1.48,22,1.00,NEW,3.58,ADJECTIVE,1.35,agitar,1,1,anger,0.300
agitarse,,3.19,1.57,21,1.00,3.60,1.43,20,1.00,NEW,7.80,0.89,20,1.00,NEW,2.25,1.16,20,1.00,NEW,1.56,0.89,27,1.00,NEW,2.76,1.00,21,1.00,NEW,1.80,1.11,20,1.00,NEW,1.80,0.77,20,1.00,NEW,7.71,2.35,21,1.00,NEW,3.27,1.52,22,1.00,NEW,2.94,VERB,1.40,agitar,0,0,anger,0.233
agobiarse,,3.15,1.31,20,1.00,2.65,2.28,26,1.00,NEW,1.85,1.01,26,1.00,NEW,1.05,0.22,20,1.00,NEW,2.35,1.14,20,1.00,NEW,3.38,1.02,21,1.00,NEW,3.41,1.37,22,1.00,NEW,3.52,1.08,21,1.00,NEW,8.40,1.35,20,1.00,NEW,4.52,1.71,25,1.00,NEW,1.11,VERB,2.35,agobiar,3,0,sadness,0.284
agobio,,3.50,1.50,20,1.00,2.05,0.94,20,1.00,NEW,7.77,1.38,22,1.00,NEW,1.05,0.22,20,1.00,NEW,2.75,1.55,20,1.00,NEW,3.57,1.25,21,1.00,NEW,3.25,1.02,20,1.00,NEW,2.95,1.19,20,1.00,NEW,9.36,1.91,50,#NA,Alonso2015,3.71,#NA,#NA,#NA,Duchon2013,2.87,NOUN,2.95,agobiar,2,0,anger,0.294
agonía,,3.19,1.36,21,1.00,2.30,1.36,20,1.00,Stadthagen-Gonzalez2017,7.75,1.12,20,1.00,Stadthagen-Gonzalez2017,1.07,0.25,30,#NA,Ferré2017,2.03,1.19,30,#NA,Ferré2017,2.20,1.30,30,#NA,Ferré2017,3.07,1.44,30,#NA,Ferré2017,3.60,1.22,30,#NA,Ferré2017,9.68,1.57,50,#NA,Alonso2015,3.89,#NA,#NA,#NA,Duchon2013,3.82,NOUN,2.70,agonía,2,0,sadness,0.363
agonizante,,2.95,1.58,20,0.95,2.25,1.45,20,1.00,Stadthagen-Gonzalez2017,7.20,1.40,20,1.00,Stadthagen-Gonzalez2017,1.05,0.23,20,0.95,Stadthagen-Gonzalez2018,2.60,1.31,20,1.00,Stadthagen-Gonzalez2018,2.40,1.27,20,1.00,Stadthagen-Gonzalez2018,3.70,1.30,20,1.00,Stadthagen-Gonzalez2018,4.11,1.24,20,0.95,NEW,10.29,1.38,21,1.00,NEW,4.96,1.27,25,1.00,NEW,3.20,ADJECTIVE,2.75,agonía,2,0,sadness,0.345
agonizar,,1.90,1.37,22,0.91,1.20,0.48,30,#NA,Hinojosa2016_BRM,6.93,2.03,30,#NA,Hinojosa2016_BRM,1.00,0.00,30,#NA,Hinojosa2016_BRM,1.72,1.10,30,#NA,Hinojosa2016_BRM,3.03,1.38,30,#NA,Hinojosa2016_BRM,4.17,0.97,30,#NA,Hinojosa2016_BRM,4.10,1.18,30,#NA,Hinojosa2016_BRM,9.35,2.20,30,#NA,Hinojosa2016_PLoS,5.05,1.62,30,#NA,Hinojosa2016_BRM,2.14,VERB,3.80,agonía,3,0,fear,0.351
agotado,,2.68,1.32,22,1.00,2.73,1.80,26,1.00,NEW,2.15,1.05,26,1.00,NEW,1.20,0.41,20,1.00,NEW,1.70,1.03,20,1.00,NEW,2.38,1.32,21,1.00,NEW,2.45,1.14,22,1.00,NEW,2.86,1.31,21,1.00,NEW,6.90,1.58,21,1.00,NEW,5.43,1.54,21,1.00,NEW,3.86,ADJECTIVE,2.27,agotar,0,0,sadness,0.296
agotamiento,,2.14,1.39,22,1.00,2.95,1.23,20,1.00,Stadthagen-Gonzalez2017,4.20,1.58,20,1.00,Stadthagen-Gonzalez2017,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,2.30,1.13,20,1.00,Stadthagen-Gonzalez2018,2.15,1.14,20,1.00,Stadthagen-Gonzalez2018,2.10,1.17,20,1.00,Stadthagen-Gonzalez2018,2.65,1.27,20,1.00,Stadthagen-Gonzalez2018,8.26,2.15,50,#NA,Alonso2015,4.67,#NA,#NA,#NA,Duchon2013,3.68,NOUN,2.05,agotar,0,0,sadness,0.305
agotarse,,2.62,1.07,21,1.00,2.65,1.09,26,1.00,NEW,2.27,1.28,26,1.00,NEW,1.10,0.31,20,1.00,NEW,1.60,0.82,20,1.00,NEW,2.57,1.40,21,1.00,NEW,2.41,1.10,22,1.00,NEW,3.05,1.07,21,1.00,NEW,6.90,1.48,20,1.00,NEW,3.52,1.73,23,1.00,NEW,2.83,VERB,2.35,agotar,1,1,sadness,0.340
agradable,,3.76,1.09,21,1.00,8.00,1.12,20,1.00,Stadthagen-Gonzalez2017,2.80,2.21,20,1.00,Stadthagen-Gonzalez2017,4.65,0.59,20,1.00,NEW,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,1.10,0.45,20,1.00,Stadthagen-Gonzalez2018,7.48,1.96,50,#NA,Alonso2015,4.28,1.86,25,1.00,NEW,4.33,ADJECTIVE,3.00,agradar,1,1,happiness,0.973
agradar,,2.90,1.22,21,1.00,7.45,1.67,20,1.00,Stadthagen-Gonzalez2017,4.80,2.35,20,1.00,Stadthagen-Gonzalez2017,4.43,0.77,30,#NA,Hinojosa2016_BRM,1.10,0.31,30,#NA,Hinojosa2016_BRM,1.07,0.25,30,#NA,Hinojosa2016_BRM,1.30,0.65,30,#NA,Hinojosa2016_BRM,1.13,0.43,30,#NA,Hinojosa2016_BRM,6.87,2.70,30,#NA,Hinojosa2016_PLoS,4.70,1.32,30,#NA,Hinojosa2016_BRM,3.36,VERB,2.45,agradar,1,1,happiness,0.834
agradecer,,2.95,1.60,21,1.00,7.35,1.23,20,1.00,Stadthagen-Gonzalez2017,4.85,2.41,20,1.00,Stadthagen-Gonzalez2017,3.85,1.31,20,1.00,Stadthagen-Gonzalez2018,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,1.15,0.49,20,1.00,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,5.54,2.01,50,#NA,Alonso2015,4.51,#NA,#NA,#NA,Duchon2013,4.29,VERB,2.35,agradecer,1,1,happiness,0.919
agradecido,,3.80,1.36,20,1.00,7.83,1.24,20,1.00,Stadthagen-Gonzalez2017,3.80,2.73,20,1.00,Stadthagen-Gonzalez2017,4.30,0.84,30,#NA,Ferré2017,1.03,0.18,30,#NA,Ferré2017,1.03,0.18,30,#NA,Ferré2017,1.07,0.25,30,#NA,Ferré2017,1.10,0.40,30,#NA,Ferré2017,7.12,2.14,50,#NA,Alonso2015,4.30,2.00,20,1.00,NEW,3.92,ADJECTIVE,2.83,agradecer,1,1,happiness,0.926
agradecimiento,,3.15,1.39,20,1.00,7.85,1.18,20,1.00,Stadthagen-Gonzalez2017,4.95,1.82,20,1.00,Stadthagen-Gonzalez2017,4.35,0.67,20,1.00,NEW,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,1.10,0.45,20,1.00,Stadthagen-Gonzalez2018,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,1.25,0.91,20,1.00,Stadthagen-Gonzalez2018,7.40,2.51,50,#NA,Alonso2015,3.45,#NA,#NA,#NA,Duchon2013,4.32,NOUN,2.85,agradecer,1,1,happiness,0.882
