Word,Few_Raters,Prototypicality_Mean,Prototypicality_SD,Prototypicality_NRaters,Prototypicality_%Raters,Valence_Mean,Valence_SD,Valence_NRaters,Valence_%Raters,Valence_Source,Arousal_Mean,Arousal_SD,Arousal_NRaters,Arousal_%Raters,Arousal_Source,Happiness_Mean,Happiness_SD,Happiness_NRaters,Happiness_%Raters,Happiness_Source,Disgust_Mean,Disgust_SD,Disgust_NRaters,Disgust_%Raters,Disgust_Source,Anger_Mean,Anger_SD,Anger_NRaters,Anger_%Raters,Anger_Source,Fear_Mean,Fear_SD,Fear_NRaters,Fear_%Raters,Fear_Source,Sadness_Mean,Sadness_SD,Sadness_NRaters,Sadness_%Raters,Sadness_Source,AoA_Mean,AoA_SD,AoA_NRaters,AoA_%Raters,AoA_Source,Concreteness_Mean,Concreteness_SD,Concreteness_NRaters,Concreteness_%Raters,Concreteness_Source,Zipf_EsPal,POS,Emotionality,Family,Very_related_emotions,Pure_word,Dominant_emotion,Emotional_exclusivity
obsesión,,1.95,1.05,20,1.00,2.68,1.37,20,1.00,Stadthagen-Gonzalez2017,7.15,1.21,20,1.00,Stadthagen-Gonzalez2017,1.17,0.53,30,#NA,Ferré2017,1.50,0.97,30,#NA,Ferré2017,2.07,1.14,30,#NA,Ferré2017,2.93,1.26,30,#NA,Ferré2017,2.20,1.37,30,#NA,Ferré2017,8.96,1.84,50,#NA,Alonso2015,3.42,#NA,#NA,#NA,Duchon2013,3.90,NOUN,2.32,obsesión,0,0,fear,0.361
obsesionado,,2.09,1.27,22,1.00,2.65,1.18,20,1.00,NEW,7.40,1.57,20,1.00,NEW,1.60,0.75,20,1.00,NEW,2.48,1.40,27,1.00,NEW,3.33,1.11,21,1.00,NEW,2.85,1.46,20,1.00,NEW,2.80,1.44,20,1.00,NEW,8.38,1.53,21,1.00,NEW,5.05,1.88,21,1.00,NEW,3.35,ADJECTIVE,2.35,obsesión,1,1,anger,0.215
obsesionarse,,1.82,1.10,22,1.00,3.00,1.41,20,1.00,NEW,7.30,1.56,20,1.00,NEW,1.60,0.68,20,1.00,NEW,2.48,1.45,27,1.00,NEW,3.29,1.35,21,1.00,NEW,3.00,1.17,20,1.00,NEW,2.65,1.35,20,1.00,NEW,8.04,1.80,23,1.00,NEW,4.61,1.67,23,1.00,NEW,2.39,VERB,2.00,obsesión,2,0,anger,0.210
obstinación,,2.36,1.28,20,0.70,3.79,1.27,20,0.95,Stadthagen-Gonzalez2017,5.63,1.41,20,0.80,Stadthagen-Gonzalez2017,1.35,0.49,20,0.85,Stadthagen-Gonzalez2018,2.53,1.23,20,0.85,Stadthagen-Gonzalez2018,2.00,1.13,20,0.75,Stadthagen-Gonzalez2018,1.43,0.65,20,0.70,Stadthagen-Gonzalez2018,1.69,1.08,20,0.80,Stadthagen-Gonzalez2018,10.86,0.48,23,0.91,NEW,3.76,#NA,#NA,#NA,Duchon2013,3.36,NOUN,1.21,obstinarse,0,0,disgust,0.295
obstinado,,2.12,1.32,22,0.77,3.73,1.28,20,0.75,NEW,5.71,1.76,22,0.77,NEW,1.73,0.88,20,0.75,NEW,1.60,0.83,22,0.68,NEW,2.50,1.37,21,0.76,NEW,2.33,0.98,20,0.60,NEW,2.23,1.24,22,0.59,NEW,10.47,1.25,20,0.75,NEW,4.44,1.71,21,0.76,NEW,3.25,ADJECTIVE,1.27,obstinarse,0,0,anger,0.167
obstinarse,,1.71,0.83,20,0.70,4.41,1.91,26,0.65,NEW,3.67,1.96,26,0.81,NEW,1.64,0.74,20,0.70,NEW,2.06,1.06,20,0.80,NEW,2.71,1.05,21,0.81,NEW,2.00,1.13,22,0.68,NEW,2.15,1.28,21,0.62,NEW,10.67,1.19,21,0.86,NEW,3.68,1.62,23,0.96,NEW,2.07,VERB,0.59,obstinarse,0,0,anger,0.191
odiado,,3.50,1.43,20,1.00,1.60,0.99,20,1.00,NEW,6.95,1.70,22,1.00,NEW,1.05,0.22,20,1.00,NEW,2.45,1.30,22,1.00,NEW,4.14,1.06,21,1.00,NEW,3.15,1.18,20,1.00,NEW,4.09,0.97,22,1.00,NEW,6.10,2.22,20,1.00,NEW,3.64,1.97,22,1.00,NEW,3.26,ADJECTIVE,3.40,odio,3,0,anger,0.313
odiar,,4.33,1.15,21,1.00,2.08,1.31,20,1.00,Stadthagen-Gonzalez2017,7.95,0.96,20,1.00,Stadthagen-Gonzalez2017,1.03,0.18,30,#NA,Ferré2017,2.20,1.30,30,#NA,Ferré2017,4.07,1.17,30,#NA,Ferré2017,2.27,1.20,30,#NA,Ferré2017,2.80,1.19,30,#NA,Ferré2017,5.34,2.34,50,#NA,Alonso2015,3.53,#NA,#NA,#NA,Duchon2013,3.17,VERB,2.92,odio,1,1,anger,0.412
odio,,4.55,1.23,20,1.00,1.60,0.75,20,1.00,Stadthagen-Gonzalez2017,7.60,1.35,20,1.00,Stadthagen-Gonzalez2017,1.03,0.18,30,#NA,Ferré2017,3.13,1.55,30,#NA,Ferré2017,4.10,1.21,30,#NA,Ferré2017,3.30,1.49,30,#NA,Ferré2017,3.63,1.40,30,#NA,Ferré2017,6.08,2.42,50,#NA,Alonso2015,4.55,#NA,#NA,#NA,Duchon2013,4.48,NOUN,3.40,odio,4,0,anger,0.301
odioso,,3.90,1.22,21,1.00,2.25,1.16,20,1.00,Stadthagen-Gonzalez2017,6.95,1.28,20,1.00,Stadthagen-Gonzalez2017,1.00,0.00,30,#NA,Hinojosa2016_BRM,3.00,1.49,30,#NA,Hinojosa2016_BRM,3.86,1.27,30,#NA,Hinojosa2016_BRM,2.24,1.24,30,#NA,Hinojosa2016_BRM,2.79,1.45,30,#NA,Hinojosa2016_BRM,6.30,2.08,30,#NA,Hinojosa2016_PLoS,3.83,1.88,30,#NA,Hinojosa2016_BRM,3.32,ADJECTIVE,2.75,odio,2,0,anger,0.362
ofenderse,,3.18,1.47,22,1.00,3.00,1.08,20,1.00,NEW,6.36,1.73,22,1.00,NEW,1.15,0.37,20,1.00,NEW,1.70,0.98,20,1.00,NEW,3.43,0.87,21,1.00,NEW,2.10,1.12,20,1.00,NEW,3.25,1.16,20,1.00,NEW,8.19,2.23,21,1.00,NEW,3.77,1.69,22,1.00,NEW,2.45,VERB,2.00,ofender,2,0,anger,0.344
ofendido,,3.70,1.17,20,1.00,2.70,1.26,20,1.00,Stadthagen-Gonzalez2017,7.21,0.92,20,0.95,Stadthagen-Gonzalez2017,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,2.25,1.37,20,1.00,Stadthagen-Gonzalez2018,2.75,1.33,20,1.00,Stadthagen-Gonzalez2018,1.95,1.23,20,1.00,Stadthagen-Gonzalez2018,2.95,1.19,20,1.00,Stadthagen-Gonzalez2018,7.39,2.19,23,1.00,NEW,4.18,1.53,22,1.00,NEW,3.63,NOUN,2.30,ofender,0,0,sadness,0.308
ofensa,,3.14,1.35,21,1.00,2.85,1.09,20,1.00,Stadthagen-Gonzalez2017,7.05,1.05,20,1.00,Stadthagen-Gonzalez2017,1.24,0.69,30,#NA,Hinojosa2016_BRM,2.17,1.26,30,#NA,Hinojosa2016_BRM,3.21,1.29,30,#NA,Hinojosa2016_BRM,2.24,1.15,30,#NA,Hinojosa2016_BRM,2.97,1.24,30,#NA,Hinojosa2016_BRM,8.78,1.88,50,#NA,Alonso2015,4.44,1.64,30,#NA,Hinojosa2016_BRM,3.63,NOUN,2.15,ofender,1,1,anger,0.288
ofensivo,,2.67,1.35,21,1.00,3.15,1.79,20,1.00,Stadthagen-Gonzalez2017,6.90,1.25,20,1.00,Stadthagen-Gonzalez2017,1.45,0.83,20,1.00,Stadthagen-Gonzalez2018,2.95,1.32,20,1.00,Stadthagen-Gonzalez2018,3.15,1.27,20,1.00,Stadthagen-Gonzalez2018,2.60,1.23,20,1.00,Stadthagen-Gonzalez2018,3.45,1.10,20,1.00,Stadthagen-Gonzalez2018,9.10,1.45,21,1.00,NEW,4.62,1.60,21,1.00,NEW,3.67,ADJECTIVE,1.85,ofender,2,0,sadness,0.233
ofuscado,,3.73,1.24,22,1.00,3.15,1.14,20,1.00,NEW,6.32,2.26,20,0.95,NEW,1.32,0.48,20,0.95,NEW,1.87,1.10,27,0.85,NEW,3.80,0.89,21,0.95,NEW,2.00,1.05,20,0.95,NEW,2.63,1.42,20,0.95,NEW,10.71,0.72,21,1.00,NEW,4.14,1.61,22,1.00,NEW,2.59,ADJECTIVE,1.85,ofuscar,1,1,anger,0.375
ofuscamiento,,3.40,1.19,21,0.95,2.90,1.68,20,1.00,NEW,6.89,1.94,20,0.95,NEW,1.40,0.60,20,1.00,NEW,2.08,1.06,27,0.89,NEW,3.60,0.99,21,0.95,NEW,2.15,1.18,20,1.00,NEW,2.78,1.11,20,0.90,NEW,10.48,1.21,21,1.00,NEW,3.83,1.77,23,1.00,NEW,1.47,NOUN,2.10,ofuscar,1,1,anger,0.314
ofuscarse,,3.32,1.39,22,1.00,2.00,0.86,20,1.00,NEW,7.41,1.05,22,1.00,NEW,1.20,0.41,20,1.00,NEW,1.91,0.92,22,1.00,NEW,3.48,1.12,21,1.00,NEW,2.80,1.15,20,1.00,NEW,3.41,1.18,22,1.00,NEW,10.50,1.15,20,1.00,NEW,4.52,1.76,25,1.00,NEW,1.51,VERB,3.00,ofuscar,2,0,anger,0.292
ojeriza,X,2.50,1.31,21,0.38,2.82,1.33,20,0.55,NEW,6.00,1.77,24,0.33,NEW,1.00,0.00,20,0.35,NEW,2.00,1.10,23,0.48,NEW,2.33,1.50,20,0.60,NEW,2.29,1.25,21,0.33,NEW,2.27,1.35,20,0.55,NEW,10.14,1.53,50,#NA,Alonso2015,5.00,1.58,21,0.43,NEW,2.54,NOUN,2.18,ojeriza,0,0,anger,0.273
opresión,,2.25,1.33,21,0.95,2.35,1.53,20,1.00,Stadthagen-Gonzalez2017,6.75,1.25,20,1.00,Stadthagen-Gonzalez2017,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,3.35,1.50,20,1.00,Stadthagen-Gonzalez2018,3.70,1.42,20,1.00,Stadthagen-Gonzalez2018,3.70,1.03,20,1.00,Stadthagen-Gonzalez2018,3.70,1.13,20,1.00,Stadthagen-Gonzalez2018,10.22,1.13,50,#NA,Alonso2015,3.69,#NA,#NA,#NA,Duchon2013,3.84,NOUN,2.65,oprimir,4,0,anger + fear + sadness,0.252
oprimido,,3.10,1.41,20,1.00,1.95,1.10,20,1.00,NEW,6.73,1.88,22,1.00,NEW,1.25,0.55,20,1.00,NEW,2.14,1.25,22,1.00,NEW,3.67,1.32,21,1.00,NEW,2.90,1.07,20,1.00,NEW,3.71,1.15,22,0.95,NEW,10.48,0.98,21,1.00,NEW,4.13,1.55,23,1.00,NEW,3.32,ADJECTIVE,3.05,oprimir,2,0,sadness,0.284
optimismo,,3.65,1.31,20,1.00,8.40,0.90,20,1.00,Stadthagen-Gonzalez2017,5.75,3.06,20,1.00,Stadthagen-Gonzalez2017,4.33,0.96,30,#NA,Ferré2017,1.00,0.00,30,#NA,Ferré2017,1.10,0.31,30,#NA,Ferré2017,1.27,0.69,30,#NA,Ferré2017,1.27,0.91,30,#NA,Ferré2017,9.54,1.56,50,#NA,Alonso2015,3.63,#NA,#NA,#NA,Duchon2013,4.00,NOUN,3.40,optimismo,1,1,happiness,0.839
optimista,,3.67,1.20,21,1.00,8.45,0.94,20,1.00,Stadthagen-Gonzalez2017,4.50,2.98,20,1.00,Stadthagen-Gonzalez2017,4.00,0.97,20,1.00,Stadthagen-Gonzalez2018,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,1.15,0.49,20,1.00,Stadthagen-Gonzalez2018,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,1.00,0.00,20,1.00,NEW,9.14,1.82,21,1.00,NEW,4.80,1.68,25,1.00,NEW,3.94,ADJECTIVE,3.45,optimismo,1,1,happiness,0.896
orgullo,,3.76,1.14,21,1.00,4.95,2.30,20,1.00,Stadthagen-Gonzalez2017,6.50,1.97,20,1.00,Stadthagen-Gonzalez2017,2.20,1.27,30,#NA,Ferré2017,1.80,1.10,30,#NA,Ferré2017,2.50,1.22,30,#NA,Ferré2017,1.80,1.06,30,#NA,Ferré2017,2.30,1.32,30,#NA,Ferré2017,8.70,1.89,50,#NA,Alonso2015,5.22,#NA,#NA,#NA,Duchon2013,4.45,NOUN,0.05,orgullo,0,0,anger,0.125
orgulloso,,3.81,1.33,21,1.00,5.55,2.23,20,1.00,Stadthagen-Gonzalez2017,6.85,1.64,20,1.00,Stadthagen-Gonzalez2017,3.07,1.66,30,#NA,Ferré2017,1.27,0.58,30,#NA,Ferré2017,1.90,1.12,30,#NA,Ferré2017,1.33,0.96,30,#NA,Ferré2017,1.53,0.97,30,#NA,Ferré2017,7.92,1.79,50,#NA,Alonso2015,5.29,1.55,21,1.00,NEW,4.17,ADJECTIVE,0.55,orgullo,1,1,happiness,0.439
orientado,,1.81,1.08,21,1.00,6.00,1.33,20,0.95,NEW,2.95,1.82,20,1.00,NEW,3.30,0.92,20,1.00,NEW,1.07,0.38,27,1.00,NEW,1.33,0.73,21,1.00,NEW,1.10,0.31,20,1.00,NEW,1.15,0.49,20,1.00,NEW,8.29,1.95,21,1.00,NEW,4.29,1.55,21,1.00,NEW,3.90,ADJECTIVE,1.00,orientar,1,1,happiness,0.753
osado,,2.71,1.31,20,0.85,4.00,1.60,20,0.95,NEW,5.39,2.15,20,0.90,NEW,2.47,1.07,20,0.85,NEW,1.60,1.05,27,0.74,NEW,2.29,0.99,21,0.81,NEW,1.50,0.73,20,0.80,NEW,2.00,1.28,20,0.90,NEW,10.44,1.34,20,0.90,NEW,4.60,1.73,21,0.95,NEW,3.41,ADJECTIVE,1.00,osar,0,0,happiness,0.200
osar,,2.31,1.49,21,0.76,4.45,1.61,20,1.00,NEW,6.11,2.16,20,0.95,NEW,2.87,0.99,20,0.75,NEW,1.62,0.92,27,0.78,NEW,2.17,0.92,21,0.86,NEW,1.57,0.85,20,0.70,NEW,1.83,1.25,20,0.90,NEW,10.55,1.23,21,0.95,NEW,4.12,1.96,20,0.85,NEW,2.90,VERB,0.55,osar,0,0,happiness,0.256
paciencia,,2.40,1.23,20,1.00,6.30,1.38,20,1.00,Stadthagen-Gonzalez2017,3.50,1.91,20,1.00,Stadthagen-Gonzalez2017,2.95,1.31,20,0.95,Stadthagen-Gonzalez2018,1.25,0.91,20,1.00,Stadthagen-Gonzalez2018,1.75,1.12,20,1.00,Stadthagen-Gonzalez2018,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,1.25,0.55,20,1.00,Stadthagen-Gonzalez2018,7.50,2.40,50,#NA,Alonso2015,3.53,#NA,#NA,#NA,Duchon2013,4.30,NOUN,1.30,paciente,0,0,happiness,0.561
paciente,,1.70,1.03,20,1.00,5.28,1.69,20,1.00,Stadthagen-Gonzalez2017,4.65,2.05,20,1.00,Stadthagen-Gonzalez2017,2.07,1.14,30,#NA,Ferré2017,1.33,0.76,30,#NA,Ferré2017,1.37,0.76,30,#NA,Ferré2017,1.80,1.16,30,#NA,Ferré2017,1.93,1.23,30,#NA,Ferré2017,6.58,1.86,50,#NA,Alonso2015,4.33,#NA,#NA,#NA,Duchon2013,4.50,NOUN,0.28,paciente,0,0,happiness,0.211
pacífico,,2.43,1.29,21,1.00,6.85,1.50,20,1.00,NEW,1.58,0.83,24,1.00,NEW,3.95,0.94,20,1.00,NEW,1.04,0.21,23,1.00,NEW,1.00,0.00,20,1.00,NEW,1.05,0.22,21,1.00,NEW,1.25,0.55,20,1.00,NEW,7.61,1.73,23,1.00,NEW,3.77,1.74,22,1.00,NEW,4.55,NOUN,1.85,paz,1,1,happiness,0.896
pánico,,4.10,1.45,21,1.00,2.45,1.40,20,1.00,Stadthagen-Gonzalez2017,7.90,0.98,20,1.00,Stadthagen-Gonzalez2017,1.03,0.18,30,#NA,Ferré2017,1.60,1.10,30,#NA,Ferré2017,2.37,1.43,30,#NA,Ferré2017,4.80,0.41,30,#NA,Ferré2017,2.73,1.36,30,#NA,Ferré2017,8.30,2.02,50,#NA,Alonso2015,3.22,#NA,#NA,#NA,Duchon2013,4.03,NOUN,2.55,pánico,1,1,fear,0.501
parálisis,,1.57,1.08,21,1.00,2.10,1.12,20,1.00,Stadthagen-Gonzalez2017,6.75,1.78,20,1.00,Stadthagen-Gonzalez2017,1.10,0.40,30,#NA,Ferré2017,1.13,0.43,30,#NA,Ferré2017,2.40,1.43,30,#NA,Ferré2017,4.45,0.86,22,1.00,NEW,3.63,1.27,30,#NA,Ferré2017,9.34,1.79,50,#NA,Alonso2015,5.10,#NA,#NA,#NA,Duchon2013,3.60,NOUN,2.90,parálisis,2,0,fear,0.435
paralizado,,1.82,1.05,22,1.00,2.45,1.28,20,1.00,NEW,5.29,2.40,24,1.00,NEW,1.30,0.47,20,1.00,NEW,1.26,0.54,23,1.00,NEW,1.65,1.14,20,1.00,NEW,3.33,1.49,21,1.00,NEW,3.10,1.29,20,1.00,NEW,8.24,1.64,21,1.00,NEW,5.28,1.31,25,1.00,NEW,3.56,ADJECTIVE,2.55,parálisis,2,0,fear,0.367
paroxismo,X,1.33,0.58,22,0.14,4.29,1.98,20,0.35,NEW,6.00,1.41,20,0.20,NEW,1.00,0.00,20,0.15,NEW,1.00,#NA,27,0.04,NEW,2.00,#NA,21,0.05,NEW,2.33,0.58,20,0.15,NEW,1.83,0.98,20,0.30,NEW,11.00,0.00,21,0.43,NEW,5.00,1.00,25,0.12,NEW,2.91,NOUN,0.71,paroxismo,0,0,fear,0.421
paroxístico,X,2.33,1.15,21,0.14,4.67,0.58,26,0.12,NEW,4.33,1.15,26,0.12,NEW,1.00,#NA,20,0.05,NEW,1.00,0.00,20,0.10,NEW,2.40,0.89,21,0.24,NEW,2.67,1.53,22,0.14,NEW,2.50,1.91,21,0.19,NEW,11.00,0.00,21,0.10,NEW,3.33,1.15,22,0.14,NEW,#NA,ADJECTIVE,0.33,paroxismo,0,0,fear,0.365
pasión,,3.67,1.46,21,1.00,8.03,1.37,20,1.00,Stadthagen-Gonzalez2017,7.78,1.39,20,1.00,Stadthagen-Gonzalez2017,4.00,1.23,30,#NA,Ferré2017,1.20,0.55,30,#NA,Ferré2017,1.30,0.84,30,#NA,Ferré2017,1.40,0.81,30,#NA,Ferré2017,1.23,0.57,30,#NA,Ferré2017,9.56,1.76,50,#NA,Alonso2015,3.44,#NA,#NA,#NA,Duchon2013,4.59,NOUN,3.03,pasión,1,1,happiness,0.678
pasional,,3.32,1.46,22,1.00,7.75,0.97,20,1.00,Stadthagen-Gonzalez2017,7.35,2.03,20,1.00,Stadthagen-Gonzalez2017,3.35,1.35,20,1.00,Stadthagen-Gonzalez2018,1.30,0.92,20,1.00,Stadthagen-Gonzalez2018,1.21,0.54,20,0.95,Stadthagen-Gonzalez2018,1.50,0.95,20,1.00,Stadthagen-Gonzalez2018,1.15,0.49,20,1.00,Stadthagen-Gonzalez2018,9.52,1.81,21,1.00,NEW,3.91,1.62,23,1.00,NEW,3.18,ADJECTIVE,2.75,pasión,1,1,happiness,0.627
pasividad,,2.43,1.12,21,1.00,3.90,1.45,20,1.00,Stadthagen-Gonzalez2017,3.50,2.04,20,1.00,Stadthagen-Gonzalez2017,1.31,0.66,29,#NA,Ferré2017,1.72,1.03,29,#NA,Ferré2017,2.24,1.09,29,#NA,Ferré2017,1.69,1.04,29,#NA,Ferré2017,2.52,1.12,29,#NA,Ferré2017,9.42,1.54,20,0.95,NEW,3.28,#NA,#NA,#NA,Duchon2013,3.60,NOUN,1.10,pasivo,0,0,sadness,0.270
pasivo,,1.32,0.72,22,1.00,3.80,1.70,20,1.00,Stadthagen-Gonzalez2017,3.15,1.90,20,1.00,Stadthagen-Gonzalez2017,1.50,0.76,20,1.00,Stadthagen-Gonzalez2018,1.65,0.81,20,1.00,Stadthagen-Gonzalez2018,1.95,1.19,20,1.00,Stadthagen-Gonzalez2018,1.45,0.69,20,1.00,Stadthagen-Gonzalez2018,2.15,1.23,20,1.00,Stadthagen-Gonzalez2018,9.43,1.40,21,1.00,NEW,4.00,1.97,20,1.00,NEW,3.82,ADJECTIVE,1.20,pasivo,0,0,sadness,0.189
pasmado,,2.64,1.53,22,1.00,3.95,1.67,20,1.00,NEW,4.64,1.76,22,1.00,NEW,1.65,0.81,20,1.00,NEW,1.27,0.63,22,1.00,NEW,1.67,0.86,21,1.00,NEW,2.15,1.18,20,1.00,NEW,2.09,0.97,22,1.00,NEW,8.96,1.82,23,1.00,NEW,4.67,1.56,21,1.00,NEW,3.10,ADJECTIVE,1.05,pasmo,0,0,fear,0.229
pasmarse,,2.14,1.21,22,1.00,4.32,1.75,26,0.96,NEW,3.76,1.30,26,0.96,NEW,1.56,0.78,20,0.90,NEW,1.74,0.93,20,0.95,NEW,2.05,1.02,21,1.00,NEW,2.48,0.98,22,0.95,NEW,2.00,0.82,21,0.90,NEW,9.55,1.39,21,0.95,NEW,4.09,1.95,23,1.00,NEW,2.72,VERB,0.68,pasmo,0,0,fear,0.191
pasmo,,2.94,1.57,21,0.76,3.70,1.64,26,0.88,NEW,3.56,1.20,26,0.69,NEW,1.53,0.64,20,0.75,NEW,1.64,0.93,20,0.70,NEW,2.44,1.15,21,0.76,NEW,3.00,1.20,22,0.68,NEW,2.50,1.22,21,0.67,NEW,10.12,1.17,21,0.81,NEW,3.80,#NA,#NA,#NA,Duchon2013,2.87,NOUN,1.30,pasmo,1,1,fear,0.240
pavor,,3.25,1.83,22,0.91,2.70,0.73,20,1.00,Stadthagen-Gonzalez2017,6.16,2.36,20,0.95,Stadthagen-Gonzalez2017,1.13,0.35,30,#NA,Hinojosa2016_BRM,2.23,1.38,30,#NA,Hinojosa2016_BRM,2.27,0.98,30,#NA,Hinojosa2016_BRM,4.57,1.01,30,#NA,Hinojosa2016_BRM,2.63,1.22,30,#NA,Hinojosa2016_BRM,10.28,1.26,50,#NA,Alonso2015,4.26,#NA,#NA,#NA,Duchon2013,3.38,NOUN,2.30,pavor,1,1,fear,0.439
pavoroso,,3.00,1.30,21,0.67,3.82,1.78,20,0.55,NEW,6.38,2.33,22,0.95,NEW,1.63,0.89,20,0.80,NEW,1.80,1.21,22,0.68,NEW,2.00,0.97,21,0.86,NEW,2.13,1.36,20,0.75,NEW,2.50,1.16,22,0.64,NEW,10.93,0.26,21,0.71,NEW,3.68,1.70,22,1.00,NEW,2.99,ADJECTIVE,1.18,pavor,0,0,sadness,0.173
paz,,3.10,1.45,21,1.00,8.45,0.90,20,1.00,Stadthagen-Gonzalez2017,2.28,2.12,20,1.00,Stadthagen-Gonzalez2017,4.40,0.93,30,#NA,Ferré2017,1.00,0.00,30,#NA,Ferré2017,1.13,0.43,30,#NA,Ferré2017,1.23,0.50,30,#NA,Ferré2017,1.20,0.48,30,#NA,Ferré2017,5.54,1.68,50,#NA,Alonso2015,4.57,#NA,#NA,#NA,Duchon2013,5.33,NOUN,3.45,paz,1,1,happiness,0.859
peligro,,2.10,1.45,21,1.00,2.93,1.77,20,1.00,Stadthagen-Gonzalez2017,8.00,1.03,20,1.00,Stadthagen-Gonzalez2017,1.10,0.40,30,#NA,Ferré2017,1.37,0.96,30,#NA,Ferré2017,1.77,1.07,30,#NA,Ferré2017,4.20,0.96,30,#NA,Ferré2017,1.90,1.30,30,#NA,Ferré2017,4.26,2.02,50,#NA,Alonso2015,3.80,#NA,#NA,#NA,Duchon2013,4.96,NOUN,2.07,peligro,1,1,fear,0.581
peligroso,,2.05,1.33,22,1.00,2.65,1.31,20,1.00,Stadthagen-Gonzalez2017,7.80,1.11,20,1.00,Stadthagen-Gonzalez2017,1.20,0.41,30,#NA,Hinojosa2016_BRM,1.90,1.27,30,#NA,Hinojosa2016_BRM,2.57,1.43,30,#NA,Hinojosa2016_BRM,4.50,1.01,30,#NA,Hinojosa2016_BRM,1.87,1.07,30,#NA,Hinojosa2016_BRM,4.74,1.99,50,#NA,Alonso2015,4.30,1.99,30,#NA,Hinojosa2016_BRM,4.35,ADJECTIVE,2.35,peligro,1,1,fear,0.469
pena,,4.57,1.08,21,1.00,1.90,0.91,20,1.00,Stadthagen-Gonzalez2017,5.85,1.69,20,1.00,Stadthagen-Gonzalez2017,1.00,0.00,30,#NA,Ferré2017,1.63,1.25,30,#NA,Ferré2017,1.90,1.27,30,#NA,Ferré2017,2.57,1.52,30,#NA,Ferré2017,4.50,0.78,30,#NA,Ferré2017,6.96,2.45,50,#NA,Alonso2015,4.42,#NA,#NA,#NA,Duchon2013,4.88,NOUN,3.10,pena,1,1,sadness,0.530
penoso,,3.29,1.38,21,1.00,3.10,1.17,20,1.00,Stadthagen-Gonzalez2017,6.03,1.19,20,1.00,Stadthagen-Gonzalez2017,1.03,0.18,30,#NA,Ferré2017,1.83,1.12,30,#NA,Ferré2017,1.73,1.14,30,#NA,Ferré2017,1.57,1.25,30,#NA,Ferré2017,3.73,1.17,30,#NA,Ferré2017,8.22,2.25,50,#NA,Alonso2015,4.43,1.66,21,1.00,NEW,3.68,ADJECTIVE,1.90,pena,1,1,sadness,0.552
perdón,,2.09,1.31,22,1.00,7.00,1.34,20,1.00,Stadthagen-Gonzalez2017,4.20,2.48,20,1.00,Stadthagen-Gonzalez2017,2.95,1.28,20,1.00,Stadthagen-Gonzalez2018,1.40,0.94,20,1.00,Stadthagen-Gonzalez2018,2.20,1.44,20,1.00,Stadthagen-Gonzalez2018,1.85,1.04,20,1.00,Stadthagen-Gonzalez2018,2.15,0.93,20,1.00,NEW,3.78,2.11,50,#NA,Alonso2015,4.34,#NA,#NA,#NA,Duchon2013,4.30,NOUN,2.00,perdonar,0,0,happiness,0.279
perdonado,,2.29,1.27,21,1.00,6.50,1.24,20,1.00,NEW,2.64,2.01,22,1.00,NEW,3.95,0.94,20,1.00,NEW,1.20,0.52,20,1.00,NEW,1.29,0.64,21,1.00,NEW,1.50,0.83,20,1.00,NEW,1.30,0.66,20,1.00,NEW,4.48,1.63,21,1.00,NEW,5.05,1.75,21,1.00,NEW,3.40,ADJECTIVE,1.50,perdonar,1,1,happiness,0.649
perdonar,,2.32,1.25,22,1.00,7.90,1.12,20,1.00,Stadthagen-Gonzalez2017,4.70,2.11,20,1.00,Stadthagen-Gonzalez2017,3.87,0.94,30,#NA,Hinojosa2016_BRM,1.23,0.73,30,#NA,Hinojosa2016_BRM,1.47,0.94,30,#NA,Hinojosa2016_BRM,2.10,1.32,30,#NA,Hinojosa2016_BRM,1.70,1.02,30,#NA,Hinojosa2016_BRM,4.62,1.82,50,#NA,Alonso2015,4.92,#NA,#NA,#NA,Duchon2013,3.76,VERB,2.90,perdonar,1,1,happiness,0.492
pereza,,2.71,1.59,21,1.00,3.65,1.60,20,1.00,Stadthagen-Gonzalez2017,4.20,2.48,20,1.00,Stadthagen-Gonzalez2017,1.65,0.75,20,1.00,Stadthagen-Gonzalez2018,1.60,0.88,20,1.00,Stadthagen-Gonzalez2018,2.00,1.41,20,1.00,Stadthagen-Gonzalez2018,1.75,1.12,20,1.00,NEW,2.15,1.14,20,1.00,Stadthagen-Gonzalez2018,7.62,1.74,50,#NA,Alonso2015,5.21,#NA,#NA,#NA,Duchon2013,3.68,NOUN,1.35,pereza,0,0,sadness,0.133
perezoso,,2.81,1.44,21,1.00,4.45,1.77,20,1.00,Stadthagen-Gonzalez2017,2.70,1.68,20,1.00,Stadthagen-Gonzalez2017,1.57,0.73,30,#NA,Ferré2017,1.50,0.94,30,#NA,Ferré2017,1.70,0.95,30,#NA,Ferré2017,1.33,0.76,30,#NA,Ferré2017,1.97,1.27,30,#NA,Ferré2017,8.50,1.84,50,#NA,Alonso2015,5.17,1.59,23,#NA,Guasch2016,3.43,ADJECTIVE,0.55,pereza,0,0,sadness,0.208
